application_id,candidate_id,department,job_title,job_level,source_channel,region,education_level,gender,recruiter,application_date,years_experience,passed_screening,assessment_score,interview_rounds,offer_extended,offer_accepted,hired,final_stage,rejection_reason,time_to_hire_days,cost_per_applicant
APP-101598,CAND-1046785,Engineering,QA Engineer,Junior,Employee Referral,EMEA,Master's,Male,E. Sarpong,2025-06-01,2.1,True,78.9,2,True,True,True,Hired,,31.0,1250.67
APP-100520,CAND-1155887,Engineering,Senior Software Engineer,Senior,Company Website,North America,PhD,Female,D. Boateng,2024-07-09,9.5,False,,0,False,False,False,Applied,Rejected at Screening,,453.74
APP-101255,CAND-391442,Engineering,DevOps Engineer,Mid,Employee Referral,North America,Master's,Male,D. Boateng,2024-09-03,5.8,False,,0,False,False,False,Applied,Rejected at Screening,,1112.48
APP-101073,CAND-799790,Data & Analytics,Data Scientist,Senior,LinkedIn,North America,Bachelor's,Female,E. Sarpong,2025-01-25,9.3,False,,0,False,False,False,Applied,Rejected at Screening,,4816.19
APP-100686,CAND-669806,Engineering,Engineering Manager,Junior,Job Board,North America,Diploma,Male,E. Sarpong,2025-10-13,2.6,True,45.1,0,False,False,False,Screened,Failed Assessment,,1723.84
APP-100721,CAND-244953,Engineering,DevOps Engineer,Junior,Recruitment Agency,North America,Diploma,Female,C. Adjei,2025-07-22,3.5,True,47.4,0,False,False,False,Screened,Failed Assessment,,12082.25
APP-100003,CAND-671566,Marketing,Marketing Manager,Senior,Job Board,North America,Master's,Male,C. Adjei,2025-07-17,9.0,True,69.4,2,False,False,False,Interview,Rejected at Interview,,2557.71
APP-100119,CAND-601661,Engineering,Software Engineer,Senior,University/Campus,APAC,Master's,Female,E. Sarpong,2024-03-26,8.3,False,,0,False,False,False,Applied,Rejected at Screening,,954.18
APP-101233,CAND-1118712,Marketing,Marketing Manager,Junior,Recruitment Agency,North America,Diploma,Female,E. Sarpong,2025-06-10,3.3,True,44.6,0,False,False,False,Screened,Failed Assessment,,5684.78
APP-100825,CAND-536143,Finance,FP&A Manager,Mid,Employee Referral,APAC,Master's,Male,D. Boateng,2024-02-18,8.3,False,,0,False,False,False,Applied,Rejected at Screening,,701.45
APP-101341,CAND-637412,Engineering,QA Engineer,Junior,University/Campus,EMEA,Master's,Male,B. Owusu,2025-05-07,1.5,False,,0,False,False,False,Applied,Rejected at Screening,,2501.11
APP-101258,CAND-239857,Data & Analytics,Data Analyst,Junior,Job Board,North America,Master's,Female,A. Mensah,2025-01-30,0.9,True,47.9,0,False,False,False,Screened,Failed Assessment,,2688.15
APP-100668,CAND-797895,Engineering,QA Engineer,Senior,Job Board,North America,Bachelor's,Male,D. Boateng,2024-08-29,4.4,True,48.7,0,False,False,False,Screened,Failed Assessment,,3432.69
APP-100351,CAND-674416,Engineering,Software Engineer,Mid,Job Board,APAC,Diploma,Female,B. Owusu,2024-12-20,1.9,False,,0,False,False,False,Applied,Rejected at Screening,,2640.39
APP-100930,CAND-404096,Sales,Sales Manager,Mid,Job Board,APAC,Master's,Female,D. Boateng,2024-01-05,4.5,False,,0,False,False,False,Applied,Rejected at Screening,,1289.79
APP-100500,CAND-972692,Engineering,QA Engineer,Mid,Company Website,North America,Master's,Male,B. Owusu,2025-07-20,7.6,True,65.7,2,True,True,True,Hired,,47.0,614.07
APP-100074,CAND-1016908,Engineering,DevOps Engineer,Junior,Employee Referral,North America,Master's,Female,F. Antwi,2025-02-11,4.1,True,76.2,0,False,False,False,Assessment,Rejected at Assessment,,1583.79
APP-100202,CAND-552378,People & Culture,HR Business Partner,Senior,Employee Referral,APAC,High School,Female,F. Antwi,2025-09-19,7.2,True,61.9,3,True,False,False,Offer,Offer Declined,,1233.68
APP-100259,CAND-1109050,Sales,Sales Manager,Mid,LinkedIn,EMEA,Bachelor's,Male,C. Adjei,2024-10-14,5.4,True,77.9,0,False,False,False,Assessment,Rejected at Assessment,,1442.28
APP-100086,CAND-716458,Sales,Sales Manager,Mid,Job Board,EMEA,PhD,Undisclosed,D. Boateng,2024-01-22,8.0,False,,0,False,False,False,Applied,Rejected at Screening,,2874.21
APP-101648,CAND-611987,Customer Success,Support Specialist,Mid,LinkedIn,EMEA,Bachelor's,Male,C. Adjei,2024-08-21,7.7,True,35.4,0,False,False,False,Screened,Failed Assessment,,1090.43
APP-100970,CAND-1023144,Marketing,Marketing Specialist,Senior,LinkedIn,EMEA,Diploma,Non-binary,A. Mensah,2024-03-14,9.9,False,,0,False,False,False,Applied,Rejected at Screening,,2300.33
APP-100416,CAND-313217,Customer Success,Customer Success Manager,Mid,LinkedIn,North America,Bachelor's,Female,A. Mensah,2025-07-28,2.9,False,,0,False,False,False,Applied,Rejected at Screening,,1910.31
APP-100835,CAND-786156,Marketing,Growth Marketer,Mid,University/Campus,LATAM,Master's,Male,B. Owusu,2025-01-21,4.2,True,71.0,1,False,False,False,Interview,Rejected at Interview,,1761.35
APP-100980,CAND-832931,People & Culture,HR Business Partner,Junior,LinkedIn,North America,Bachelor's,Male,C. Adjei,2025-08-02,3.0,False,,0,False,False,False,Applied,Rejected at Screening,,2740.11
APP-100124,CAND-801361,Customer Success,Onboarding Specialist,Junior,Company Website,North America,Diploma,Male,B. Owusu,2024-07-12,1.9,False,,0,False,False,False,Applied,Rejected at Screening,,414.59
APP-100253,CAND-268827,Engineering,Senior Software Engineer,Lead,Employee Referral,North America,Bachelor's,Male,E. Sarpong,2025-07-24,14.0,False,,0,False,False,False,Applied,Rejected at Screening,,1430.79
APP-100182,CAND-668364,Customer Success,Customer Success Manager,Junior,Recruitment Agency,EMEA,Diploma,Male,F. Antwi,2025-02-27,1.3,False,,0,False,False,False,Applied,Rejected at Screening,,2548.73
APP-100961,CAND-603938,Engineering,Engineering Manager,Junior,Job Board,North America,Bachelor's,Female,B. Owusu,2024-04-15,0.0,True,63.8,3,True,True,True,Hired,,61.0,3893.91
APP-101250,CAND-774699,Customer Success,Onboarding Specialist,Lead,University/Campus,North America,Diploma,Female,E. Sarpong,2025-08-23,14.9,False,,0,False,False,False,Applied,Rejected at Screening,,1666.45
APP-101283,CAND-686312,Sales,Sales Manager,Lead,Job Board,EMEA,Bachelor's,Male,E. Sarpong,2024-06-03,10.6,True,54.1,0,False,False,False,Screened,Failed Assessment,,964.46
APP-100538,CAND-527019,Sales,Sales Manager,Mid,Employee Referral,APAC,PhD,Male,D. Boateng,2025-03-23,2.5,True,66.5,0,False,False,False,Assessment,Rejected at Assessment,,1061.25
APP-101602,CAND-644093,Data & Analytics,Data Scientist,Junior,Company Website,APAC,Master's,Male,C. Adjei,2024-10-19,0.0,True,81.4,3,False,False,False,Interview,Rejected at Interview,,730.22
APP-100754,CAND-1178845,Customer Success,Customer Success Manager,Junior,Recruitment Agency,North America,Bachelor's,Female,F. Antwi,2024-07-19,1.6,True,53.4,0,False,False,False,Screened,Failed Assessment,,6140.71
APP-100581,CAND-218358,Engineering,Engineering Manager,Mid,Company Website,North America,Master's,Female,C. Adjei,2024-08-27,6.8,True,65.3,2,False,False,False,Interview,Rejected at Interview,,969.04
APP-101071,CAND-883213,Sales,Solutions Consultant,Senior,Job Board,EMEA,Master's,Female,D. Boateng,2025-02-24,8.0,False,,0,False,False,False,Applied,Rejected at Screening,,2187.81
APP-100418,CAND-798849,Marketing,Marketing Specialist,Junior,LinkedIn,APAC,Master's,Female,C. Adjei,2025-06-08,2.5,True,61.8,3,False,False,False,Interview,Rejected at Interview,,2843.5
APP-100630,CAND-1143693,Sales,Sales Development Rep,Senior,Company Website,EMEA,Master's,Male,C. Adjei,2025-04-27,7.3,False,,0,False,False,False,Applied,Rejected at Screening,,512.28
APP-101355,CAND-316690,Marketing,Content Strategist,Senior,Employee Referral,North America,Bachelor's,Male,B. Owusu,2025-01-15,6.7,True,77.7,3,True,True,True,Hired,,45.0,1165.05
APP-100396,CAND-1019078,Marketing,Growth Marketer,Senior,University/Campus,EMEA,Bachelor's,Female,D. Boateng,2024-07-11,8.0,True,43.2,0,False,False,False,Screened,Failed Assessment,,1589.05
APP-100837,CAND-395709,Data & Analytics,Data Scientist,Mid,LinkedIn,North America,High School,Female,D. Boateng,2024-11-16,4.9,True,72.8,1,False,False,False,Interview,Rejected at Interview,,4176.28
APP-100231,CAND-259809,Sales,Solutions Consultant,Junior,Employee Referral,North America,Bachelor's,Female,F. Antwi,2025-09-30,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,848.05
APP-101391,CAND-335141,Engineering,DevOps Engineer,Mid,Job Board,North America,Bachelor's,Female,A. Mensah,2024-07-21,5.9,False,,0,False,False,False,Applied,Rejected at Screening,,4447.55
APP-100273,CAND-559932,Customer Success,Support Specialist,Mid,LinkedIn,North America,Bachelor's,Male,B. Owusu,2025-08-14,2.2,True,56.8,0,False,False,False,Screened,Failed Assessment,,2244.29
APP-100405,CAND-328291,Sales,Sales Manager,Mid,Employee Referral,LATAM,Bachelor's,Male,A. Mensah,2024-02-08,3.3,True,58.0,0,False,False,False,Screened,Failed Assessment,,878.45
APP-100057,CAND-660769,Sales,Sales Development Rep,Senior,Recruitment Agency,North America,Bachelor's,Female,F. Antwi,2024-11-17,6.5,True,80.6,2,False,False,False,Interview,Rejected at Interview,,5841.21
APP-101098,CAND-498302,Engineering,QA Engineer,Junior,Company Website,North America,Bachelor's,Female,F. Antwi,2024-04-11,0.6,True,63.9,1,False,False,False,Interview,Rejected at Interview,,525.79
APP-100872,CAND-895540,Engineering,Engineering Manager,Mid,Job Board,Unknown,Master's,Male,A. Mensah,2024-02-18,3.1,True,43.7,0,False,False,False,Screened,Failed Assessment,,3169.92
APP-101423,CAND-844760,Engineering,Senior Software Engineer,Lead,University/Campus,North America,Bachelor's,Female,A. Mensah,2024-10-28,9.0,True,83.4,1,True,True,True,Hired,,57.0,2158.25
APP-101041,CAND-292447,Marketing,Growth Marketer,Mid,Job Board,North America,Master's,Male,A. Mensah,2025-10-09,6.2,False,,0,False,False,False,Applied,Rejected at Screening,,2889.09
APP-101110,CAND-845455,Marketing,Marketing Manager,Senior,LinkedIn,EMEA,Bachelor's,Male,E. Sarpong,2024-08-30,6.5,True,72.8,3,False,False,False,Interview,Rejected at Interview,,3202.67
APP-100821,CAND-352241,Sales,Sales Manager,Junior,LinkedIn,North America,Bachelor's,Male,A. Mensah,2025-01-03,4.1,False,,0,False,False,False,Applied,Rejected at Screening,,3331.63
APP-100907,CAND-1114159,Sales,Sales Manager,Mid,LinkedIn,APAC,Bachelor's,Female,E. Sarpong,2024-08-28,10.7,False,,0,False,False,False,Applied,Rejected at Screening,,3505.3
APP-101383,CAND-987048,Marketing,Content Strategist,Senior,Employee Referral,APAC,Master's,Male,C. Adjei,2024-01-04,11.6,True,69.0,0,False,False,False,Assessment,Rejected at Assessment,,1002.32
APP-100203,CAND-1122615,Marketing,Marketing Specialist,Lead,LinkedIn,North America,Diploma,Male,F. Antwi,2024-05-31,12.0,True,45.7,0,False,False,False,Screened,Failed Assessment,,2728.85
APP-100525,CAND-622018,Sales,Account Executive,Mid,Employee Referral,North America,Master's,Female,B. Owusu,2025-02-07,7.7,True,53.0,0,False,False,False,Screened,Failed Assessment,,1647.16
APP-101214,CAND-780144,Engineering,Senior Software Engineer,Junior,Employee Referral,EMEA,Bachelor's,Male,E. Sarpong,2025-08-28,3.7,True,52.0,0,False,False,False,Screened,Failed Assessment,,1750.65
APP-100562,CAND-1176760,Engineering,QA Engineer,Lead,Company Website,North America,High School,Male,C. Adjei,2024-02-06,10.7,True,64.6,1,True,True,True,Hired,,51.0,806.85
APP-100313,CAND-463342,Customer Success,Onboarding Specialist,Junior,Employee Referral,North America,Master's,Male,D. Boateng,2025-03-15,0.7,True,78.9,2,False,False,False,Interview,Rejected at Interview,,664.98
APP-101292,CAND-440591,Engineering,DevOps Engineer,Lead,Job Board,North America,Bachelor's,Male,E. Sarpong,2025-10-07,8.8,True,66.2,1,False,False,False,Interview,Rejected at Interview,,4431.03
APP-101064,CAND-462024,People & Culture,People Ops Specialist,Mid,Job Board,North America,Bachelor's,Female,A. Mensah,2024-01-01,7.1,True,38.7,0,False,False,False,Screened,Failed Assessment,,664.01
APP-101376,CAND-493936,Finance,Accountant,Mid,University/Campus,North America,Diploma,Male,E. Sarpong,2025-04-08,0.0,True,58.1,0,False,False,False,Screened,Failed Assessment,,1766.99
APP-100487,CAND-501362,Engineering,Senior Software Engineer,Senior,Employee Referral,APAC,Bachelor's,Female,B. Owusu,2024-01-07,11.2,True,90.4,0,False,False,False,Assessment,Rejected at Assessment,,1396.08
APP-101411,CAND-1038110,Engineering,Engineering Manager,Junior,LinkedIn,Unknown,Bachelor's,Female,C. Adjei,2024-02-17,0.1,False,,0,False,False,False,Applied,Rejected at Screening,,3024.37
APP-100266,CAND-340409,Sales,Sales Manager,Mid,Recruitment Agency,North America,PhD,Male,E. Sarpong,2025-06-10,6.9,True,67.8,3,True,True,True,Hired,,47.0,6222.22
APP-100018,CAND-803106,Engineering,Senior Software Engineer,Senior,LinkedIn,EMEA,Bachelor's,Male,E. Sarpong,2025-05-19,7.3,False,,0,False,False,False,Applied,Rejected at Screening,,1668.87
APP-100942,CAND-969399,Engineering,DevOps Engineer,Mid,Job Board,EMEA,Bachelor's,Male,C. Adjei,2025-08-15,4.5,True,60.4,2,True,True,True,Hired,,39.0,3624.92
APP-100015,CAND-706329,Sales,Sales Development Rep,Junior,LinkedIn,North America,Bachelor's,Female,A. Mensah,2024-07-17,0.0,True,48.2,0,False,False,False,Screened,Failed Assessment,,3519.27
APP-101551,CAND-500852,Sales,Solutions Consultant,Mid,Recruitment Agency,APAC,Master's,Female,C. Adjei,2024-08-30,8.2,False,,0,False,False,False,Applied,Rejected at Screening,,8544.6
APP-100982,CAND-667850,Data & Analytics,Data Scientist,Senior,University/Campus,EMEA,PhD,Male,D. Boateng,2025-01-30,7.7,True,71.9,2,True,True,True,Hired,,46.0,1900.06
APP-100914,CAND-293752,Sales,Sales Development Rep,Junior,Employee Referral,North America,Bachelor's,Female,E. Sarpong,2025-08-23,4.3,False,,0,False,False,False,Applied,Rejected at Screening,,725.39
APP-101148,CAND-607570,Engineering,DevOps Engineer,Mid,Job Board,North America,Bachelor's,Female,F. Antwi,2025-05-16,2.4,True,72.4,0,False,False,False,Assessment,Rejected at Assessment,,2522.92
APP-100030,CAND-977987,Finance,Accountant,Junior,Company Website,North America,Bachelor's,Male,E. Sarpong,2025-06-07,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,453.95
APP-100461,CAND-554249,Marketing,Content Strategist,Senior,Company Website,EMEA,Diploma,Female,B. Owusu,2025-06-14,9.5,False,,0,False,False,False,Applied,Rejected at Screening,,362.01
APP-101441,CAND-403253,Engineering,QA Engineer,Lead,University/Campus,Unknown,Bachelor's,Male,D. Boateng,2025-08-27,12.6,True,61.0,0,False,False,False,Assessment,Rejected at Assessment,,1331.86
APP-100576,CAND-511060,Engineering,QA Engineer,Senior,LinkedIn,LATAM,Bachelor's,Female,C. Adjei,2025-04-09,3.7,True,49.6,0,False,False,False,Screened,Failed Assessment,,150.0
APP-100840,CAND-651583,People & Culture,HR Business Partner,Mid,Company Website,North America,Bachelor's,Female,C. Adjei,2024-11-03,3.8,True,64.2,0,False,False,False,Assessment,Rejected at Assessment,,390.89
APP-100655,CAND-674883,Sales,Sales Development Rep,Junior,LinkedIn,APAC,Bachelor's,Female,F. Antwi,2025-07-23,1.5,True,62.0,2,True,True,True,Hired,,35.0,1348.42
APP-100895,CAND-841607,Marketing,Content Strategist,Senior,Employee Referral,North America,Diploma,Female,E. Sarpong,2025-06-01,10.8,True,61.5,0,False,False,False,Assessment,Rejected at Assessment,,854.58
APP-101502,CAND-707472,People & Culture,Recruiter,Senior,Employee Referral,EMEA,Master's,Male,F. Antwi,2024-03-02,4.8,True,89.9,3,True,True,True,Hired,,50.0,816.51
APP-100177,CAND-772162,Finance,FP&A Manager,Junior,Employee Referral,North America,Unknown,Female,C. Adjei,2025-01-02,2.3,True,68.4,0,False,False,False,Assessment,Rejected at Assessment,,1113.2
APP-101437,CAND-580195,Data & Analytics,Data Analyst,Junior,Job Board,North America,Bachelor's,Male,E. Sarpong,2024-10-10,1.0,True,68.2,0,False,False,False,Assessment,Rejected at Assessment,,1481.81
APP-100442,CAND-824555,Engineering,Senior Software Engineer,Mid,University/Campus,LATAM,Bachelor's,Male,C. Adjei,2024-08-19,3.2,True,63.8,0,False,False,False,Assessment,Rejected at Assessment,,3065.48
APP-101113,CAND-676477,Sales,Account Executive,Mid,Recruitment Agency,APAC,High School,Male,D. Boateng,2024-01-14,4.8,False,,0,False,False,False,Applied,Rejected at Screening,,7492.39
APP-100524,CAND-1051258,Engineering,Senior Software Engineer,Senior,LinkedIn,LATAM,Bachelor's,Male,F. Antwi,2025-07-19,10.6,False,,0,False,False,False,Applied,Rejected at Screening,,4140.47
APP-100776,CAND-852487,People & Culture,Recruiter,Junior,Company Website,APAC,Bachelor's,Undisclosed,E. Sarpong,2025-08-25,4.4,False,,0,False,False,False,Applied,Rejected at Screening,,479.31
APP-101644,CAND-834537,Sales,Sales Manager,Junior,University/Campus,APAC,Master's,Male,E. Sarpong,2025-05-12,3.9,False,,0,False,False,False,Applied,Rejected at Screening,,2151.74
APP-100028,CAND-812675,Sales,Sales Development Rep,Mid,Employee Referral,North America,Master's,Male,E. Sarpong,2024-09-13,7.8,False,,0,False,False,False,Applied,Rejected at Screening,,944.74
APP-100746,CAND-431429,Finance,Financial Analyst,Junior,LinkedIn,LATAM,Bachelor's,Male,C. Adjei,2024-07-28,4.7,True,57.7,0,False,False,False,Screened,Failed Assessment,,3357.84
APP-101601,CAND-1052706,Finance,FP&A Manager,Junior,Company Website,North America,Master's,Male,A. Mensah,2024-07-11,5.4,False,,0,False,False,False,Applied,Rejected at Screening,,593.84
APP-100618,CAND-1143143,Customer Success,Onboarding Specialist,Mid,Job Board,Unknown,Unknown,Male,E. Sarpong,2025-03-14,2.1,True,55.9,0,False,False,False,Screened,Failed Assessment,,1032.93
APP-100261,CAND-918175,Customer Success,Support Specialist,Senior,LinkedIn,EMEA,High School,Male,C. Adjei,2025-10-10,6.3,False,,0,False,False,False,Applied,Rejected at Screening,,2554.2
APP-100392,CAND-1162105,Engineering,Engineering Manager,Junior,Employee Referral,EMEA,Bachelor's,Male,D. Boateng,2024-08-12,1.3,False,,0,False,False,False,Applied,Rejected at Screening,,1584.95
APP-100304,CAND-789623,Engineering,Software Engineer,Mid,Company Website,EMEA,Bachelor's,Male,B. Owusu,2024-10-21,5.5,True,63.5,1,False,False,False,Interview,Rejected at Interview,,1113.48
APP-100824,CAND-1007800,Engineering,Software Engineer,Senior,LinkedIn,North America,Master's,Male,D. Boateng,2024-05-03,8.1,False,,0,False,False,False,Applied,Rejected at Screening,,4200.13
APP-100360,CAND-835333,Engineering,Engineering Manager,Mid,Employee Referral,North America,Bachelor's,Male,E. Sarpong,2025-09-07,5.6,False,,0,False,False,False,Applied,Rejected at Screening,,1107.75
APP-100271,CAND-436817,Marketing,Content Strategist,Junior,Recruitment Agency,North America,Master's,Male,D. Boateng,2024-07-04,2.4,True,75.3,0,False,False,False,Assessment,Rejected at Assessment,,3953.98
APP-100463,CAND-927147,Customer Success,Customer Success Manager,Mid,Recruitment Agency,North America,Master's,Female,B. Owusu,2024-01-19,8.9,True,67.5,2,True,True,True,Hired,,55.0,4611.11
APP-100973,CAND-1158938,Engineering,Software Engineer,Mid,LinkedIn,LATAM,Unknown,Male,A. Mensah,2024-11-10,4.4,True,76.5,3,False,False,False,Interview,Rejected at Interview,,2821.68
APP-101248,CAND-750186,Sales,Solutions Consultant,Junior,Employee Referral,EMEA,Master's,Female,B. Owusu,2024-05-13,3.9,True,50.1,0,False,False,False,Screened,Failed Assessment,,569.06
